Name,Dealer,Mileage,Rating,Rating Count,Price,Stock Type
2019 Ford Mustang GT Premium,Napleton's Mid Rivers Chrysler Jeep Dodge RAM Maserati,16842 ,4.4,146 ,40250,Used
2016 Honda HR-V EX,405 Motors,34719 ,4.6,379 ,15995,Used
2019 Buick Enclave Essence,Suburban Buick GMC of Ferndale,13552 ,4.8,307 ,36495,Buick Certified
2018 Toyota Highlander Limited,All World Ford,34364 ,4.1,5 ,39097,Used
2018 Ford Expedition Max XLT,Sutton Ford,80910 ,4.6,"3,550 ",38000,Used
2015 BMW 750 Li,Anderson Toyota,46208 ,3.9,28 ,33500,Used
2016 Chevrolet Tahoe LT,Great Lakes Honda,128629 ,4.7,449 ,30777,Used
2019 BMW 440 i xDrive,Mercedes-Benz of Greenwich,27739 ,4.1,78 ,52995,Used
2018 Tesla Model S 75D,Shift Sacramento,21305 ,2.7,7 ,66950,Used
2015 BMW M4 Base,Divan Auto Group,49690 ,4.4,101 ,45990,Used
2020 Mercedes-Benz GLB 250 Base,Mercedes-Benz of Houston North,30649 ,4.5,"1,098 ",43391,Used
2019 Mercedes-Benz CLS 450 Base 4MATIC,Mercedes-Benz of Fort Washington,45722 ,4.5,"2,095 ",61759,Used
2020 Mercedes-Benz GLB 250 Base,Mercedes-Benz of Clear Lake,23119 ,4.6,246 ,43992,Used
2017 BMW X3 sDrive28i,Texas Carz,56625 ,4.5,161 ,26899,Used
2018 Ford Explorer XLT,CarShop Glen Mills,37517 ,5.0,61 ,33599,Used
2016 BMW X5 xDrive35i,Koons Outlet,82251 ,3.8,52 ,29000,Used
2018 BMW 330 i,Holman Honda of Ft. Lauderdale,35155 ,4.7,"2,091 ",28900,Used
2016 Volkswagen Jetta 1.8T Sport,BBS AUTO SALES,34041 ,3.5,6 ,13798,Used
2020 Jeep Wrangler Unlimited Rubicon,Advantage Auto Direct,8648 ,4.7,53 ,56800,Used
2017 Jeep Grand Cherokee Altitude,Beechmont Ford,80435 ,4.8,337 ,31873,Used
2018 Mercedes-Benz GLE 350 Base,EchoPark Automotive Dallas,35028 ,4.8,"4,203 ",41339,Used
2015 Lexus GX 460 Luxury,Jaguar Land Rover West Houston,77337 ,4.2,61 ,37991,Used
2021 Toyota 4Runner Nightshade,Alfa Romeo of Fort Worth,12268 ,4.1,277 ,53958,Used
2017 INFINITI QX80 Limited,Lee Johnson of Everett,42298 ,4.9,"1,226 ",47999,Used
2016 Land Rover Range Rover 5.0L Supercharged,Brown's Sterling Chrysler Dodge Jeep Ram,75423 ,4.9,378 ,51995,Used
2018 BMW X2 sDrive28i,Nalley BMW,14693 ,4.1,569 ,33900,BMW Certified
2015 Mercedes-Benz E-Class E 400,VIP Auto House,27592 ,5.0,1 ,36419,Used
2015 Chevrolet Corvette Stingray Z51,JTs Kia of Rock Hill,64058 ,4.7,325 ,49990,Used
2021 Toyota 4Runner Limited,Pat Lobb Toyota of Mckinney,18603 ,4.8,"2,980 ",50936,Used
2021 Dodge Charger Scat Pack,Dodge Chrysler Jeep RAM of Winter Haven,15758 ,4.4,455 ,53500,Dodge Certified
2017 Nissan Armada Platinum,Freedom Chrysler Dodge Jeep Ram North by Ed Morse,74618 ,4.6,759 ,34990,Used
2015 Mercedes-Benz C-Class C 400 4MATIC,Auto Buying Service,48836 ,4.8,135 ,24444,Used
2016 Jeep Grand Cherokee Limited,Heritage Toyota Owings Mills,42419 ,4.8,"1,154 ",28400,Used
2018 Hyundai Elantra SEL,Car2Sell,37160 ,4.7,409 ,15900,Used
2010 Acura MDX 3.7L,Tipton Ford Inc,50405 ,4.9,219 ,15734,Used
2014 Ford Utility Police Interceptor Base,Asia Motors Inc.,51818 ,4.3,64 ,16595,Used
2016 Acura MDX 3.5L,Bosak Honda,24137 ,4.7,614 ,31895,Used
2019 Honda CR-V EX-L,Fort Mill Ford,43041 ,4.4,543 ,31588,Used
2017 Honda Accord LX,Ira Honda,68724 ,4.6,899 ,21500,Used
2021 Toyota Camry SE,VIP Kars,19142 ,4.6,268 ,24995,Used
2018 Nissan Frontier SV,Castle Ford Lincoln,41132 ,4.6,497 ,28977,Used
2020 BMW X1 xDrive28i,EchoPark Automotive Dallas,40821 ,4.8,"4,203 ",31539,Used
2020 Chevrolet Silverado 1500 Custom Trail Boss,Stoops Buick GMC,45898 ,4.8,525 ,46200,Used
2016 Toyota Tundra SR5,Off Lease Only Broward,71579 ,4.9,"8,474 ",25999,Used
2014 Acura MDX 3.5L Technology Package,Ourisman Volkswagen Volvo of Bethesda,53490 ,4.4,279 ,25817,Used
2017 Hyundai Santa Fe SE,Ganley Parma Hyundai,97466 ,4.8,787 ,18997,Used
2019 Subaru Outback 2.5i Limited,Don Mealey Sport Mitsubishi Subaru,16374 ,4.9,"3,267 ",31742,Subaru Certified
2020 BMW X3 xDrive30i,Patrick Mini,34303 ,4.2,13 ,44680,Used
2020 Subaru Crosstrek Hybrid Base,"Ournextcar, LLC",8738 ,3.4,24 ,22990,Used
2019 Honda CR-V EX,Serra Honda Grandville,30137 ,4.9,826 ,29700,Used
2018 Lexus ES 350 Base,Grubbs INFINITI,21342 ,4.7,"1,507 ",36500,Used
2004 Toyota Avalon XLS,H & R Auto,69925 ,4.2,120 ,7981,Used
2014 Mercedes-Benz S-Class S 550,BMW of Albany,46892 ,3.6,18 ,44988,Used
2014 Lexus IS 250 Base,Elite Motors,66667 ,4.6,"1,342 ",21500,Used
2017 Ford Fusion SE,Loyalty Auto Used Car Super Center,59377 ,3.1,6 ,23376,Used
2020 Tesla Model Y Performance,Weeks Pre-Owned Center,38389 ,4.9,986 ,62797,Used
2020 Nissan Murano SL,EchoPark Automotive Knoxville Delivery Center,19676 ,3.2,12 ,38699,Used
2021 Honda Pilot Special Edition,CAG - First Texas Honda,6014 ,4.8,"2,501 ",43599,Honda Certified
2002 Chevrolet Corvette Z06,Crossroads Car and Truck,24416 ,5.0,9 ,31495,Used
2013 BMW 335 i xDrive,Toyota of Lincoln Park,69282 ,4.2,222 ,21634,Used
2018 Audi S4 3.0T Premium Plus,Napleton Off Lease,87771 ,4.1,9 ,38553,Used
2019 Jeep Cherokee Limited,Ken Garff Volkswagen Orem,29869 ,4.7,231 ,31601,Used
2019 Genesis G90 5.0 Ultimate,Koons Woodbridge Hyundai,33000 ,4.1,28 ,48900,Used
2018 Lexus GS 350 F Sport,Ourisman Lexus,46646 ,4.0,10 ,40428,Used
2019 RAM 1500 Laramie,Bill Luke Chrysler Jeep Dodge RAM,19777 ,4.3,"1,303 ",45573,RAM Certified
2018 Mazda CX-5 Grand Touring,Germain Mazda of Columbus,20708 ,4.8,544 ,29851,Used
2018 Mercedes-Benz C-Class C 300 4MATIC,Auto Buying Service,53746 ,4.8,135 ,22444,Used
2020 Toyota Corolla LE,Driveway - Auto Done Easy. Delivery for Los Angeles,40097 ,2.4,3 ,23776,Used
2018 GMC Yukon SLT,McDavid Ford,50215 ,4.2,970 ,48903,Used
2021 BMW X3 xDrive30i,South Shore BMW,11967 ,4.8,830 ,45393,Used
2017 Mercedes-Benz C-Class C 300,Mercedes-Benz of San Jose,62139 ,4.6,536 ,26990,Used
2014 Mercedes-Benz E-Class E 350,Luxury Motors Florida,64500 ,2.0,4 ,19890,Used
2018 Honda CR-V EX-L,Lester Glenn Honda,22274 ,4.8,287 ,32935,Used
2020 Lexus RX 350 F Sport,Lexus of Watertown,23704 ,4.9,"2,375 ",53884,Used
2007 Bentley Continental Flying Spur ,Mercedes-Benz of Los Angeles,32938 ,4.9,"1,425 ",47898,Used
2018 Land Rover Range Rover Sport 3.0L Supercharged HSE,Mercedes-Benz of Greenwich,43382 ,4.1,78 ,60995,Used
2019 Jeep Grand Cherokee Limited,EchoPark Automotive Huntsville Delivery Center,44112 ,n/a,0 ,36689,Used
2019 Audi Q8 3.0T Prestige,Audi Atlanta,40047 ,4.8,"1,067 ",76995,Audi Certified
2018 Ford F-150 XLT,Sunset Ford St. Louis,33643 ,4.8,"4,094 ",40995,Used
2010 Toyota Venza ,A Better Way Wholesale,142800 ,3.6,"1,311 ",10495,Used
2018 Mercedes-Benz S-Class S 560 4MATIC,Volkswagen of Nanuet,18474 ,2.7,7 ,74900,Used
2012 Land Rover Range Rover HSE,Capital Motor Group,48242 ,4.7,31 ,25977,Used
2019 Lexus GX 460 Base,Bergstrom Chrysler Dodge Jeep Ram of Oshkosh,33645 ,4.7,110 ,49347,Used
2019 Subaru Crosstrek 2.0i Premium,#1 Cochran Subaru Butler County,16695 ,4.5,125 ,27700,Subaru Certified
2014 Audi Q5 2.0T Premium Plus,AutoLenders Lakewood,82852 ,4.9,344 ,20995,Used
2018 Audi A4 2.0T Premium Plus,Porsche West Houston,62972 ,4.6,551 ,27998,Used
2014 Land Rover Range Rover Sport Supercharged HSE,Jaguar Land Rover White Plains,88251 ,4.1,134 ,30550,Used
2019 Toyota Highlander LE,AutoNation Toyota Fort Myers,25975 ,4.5,"2,161 ",31995,Used
2019 INFINITI QX30 Luxe,AutoNation USA Denver Broadway,52987 ,5.0,1 ,24589,Used
2021 Toyota Tacoma SR5,Stokes Toyota Hilton Head,6689 ,4.7,556 ,36999,Toyota Certified
2005 Acura MDX Touring,Indy Luxury Motorsports,278691 ,4.3,48 ,3888,Used
2017 Honda Accord LX,Keffer Mazda,76539 ,4.7,"1,482 ",20593,Used
2020 GMC Yukon SLT,Mandal Buick GMC Inc.,56078 ,4.0,41 ,57500,Used
2009 Buick Enclave CXL,Creditcar Motors LLC.,147908 ,2.6,7 ,5900,Used
2019 Hyundai Santa Fe SE 2.4,Michael's Auto Sales,57645 ,4.7,704 ,22995,Used
2015 Ford Mustang GT,Short-Redmond Ford,49327 ,4.6,314 ,32998,Used
2020 BMW M340 i xDrive,AutoNation Ford Tustin,29205 ,4.5,769 ,54988,Used
2010 Chevrolet Equinox LTZ,Pine Manor Auto Sales,66820 ,4.1,11 ,10990,Used
2015 Toyota 4Runner Limited,Mercedes-Benz of Fort Lauderdale,48773 ,4.6,869 ,37422,Used
2019 Lexus ES 350 ,Momentum BMW MINI,42993 ,4.6,"1,534 ",38998,Used
2019 Volvo XC60 T5 Momentum,Motor Werks - Barrington Auto Mall,14922 ,4.8,"4,607 ",43900,Used
2013 Toyota Highlander Limited,Rosenthal Landmark Honda,125579 ,4.6,"1,289 ",19830,Used
2015 Porsche Macan Turbo,Mercedes-Benz of Stevens Creek,63438 ,4.7,"1,338 ",44990,Used
2020 Ford F-150 Platinum,Capital Ford Of Charlotte,19624 ,4.6,534 ,57999,Used
2018 Land Rover Range Rover Sport 3.0L Supercharged HSE,Land Rover Monmouth,47230 ,4.5,234 ,66188,Used
2015 Lexus LX 570 Base,Jim McKay Chevrolet,95908 ,4.1,272 ,46283,Used
2009 Lexus RX 350 ,1st Choice Auto,86964 ,4.2,116 ,15994,Used
2019 Lexus RX 450h 450H,Stevinson Lexus of Lakewood,19199 ,4.9,"1,434 ",53386,Used
2018 Audi S4 3.0T Premium Plus,Castle Volkswagen of Schaumburg,21310 ,4.8,612 ,46577,Used
2017 Ford Fusion Hybrid SE,Ole Ben Franklin Motors,63596 ,5.0,2 ,19798,Used
2019 Audi e-tron Prestige,Walter's Audi,18016 ,4.9,"3,161 ",72991,Used
2002 Lexus SC 430 ,Gulf Coast Auto Brokers of Sarasota,68799 ,4.2,79 ,18388,Used
2017 RAM 1500 Laramie,Arizona Best Cars,60726 ,4.9,268 ,37700,Used
2019 Land Rover Range Rover Velar P250 S,Jaguar Land Rover South Bay,29937 ,4.7,200 ,53700,Used
2018 Toyota RAV4 XLE,Independence Toyota,31122 ,4.4,36 ,27499,Used
2020 Subaru Outback Limited,Grand Subaru,24331 ,4.9,"2,924 ",35937,Subaru Certified
2018 Hyundai Tucson SEL,Surefire Motors,54686 ,4.3,69 ,14998,Used
2017 Honda Accord EX-L,Western Motor,59302 ,5.0,12 ,26488,Used
2016 BMW 750 i xDrive,Sublime Motors,63790 ,4.6,9 ,36995,Used
2017 Chevrolet Equinox LT,Sandrell's Used Cars,104561 ,4.8,1 ,19249,Used
2017 Lexus IS 300 Base,Gateway Toyota,34014 ,4.6,602 ,31794,Used
2017 Chevrolet SS Base,Texas Hot Rides,18096 ,3.7,42 ,53991,Used
2014 Jeep Grand Cherokee Limited,Rairdon's Dodge Chrysler Jeep Ram of Marysville,39317 ,4.3,308 ,22441,Used
2016 Volvo XC60 T5 Premier,Ken Pollock Volvo Cars,58460 ,4.9,617 ,25750,Used
2014 Mercedes-Benz E-Class E 350,PAAUTOSALES.COM,85606 ,4.6,254 ,Not Priced,Used
2019 Honda Civic Sport,Driveway - Auto Done Easy. Delivery for Dallas,33650 ,2.4,3 ,27000,Used
2019 RAM ProMaster 1500 Low Roof,Blasius Federal Road,34304 ,4.5,84 ,35995,Used
2019 Honda CR-V EX,Serra Honda Grandville,41846 ,4.9,826 ,29750,Used
2018 Mercedes-Benz C-Class C 300 4MATIC,Off Lease Only Broward,17583 ,4.9,"8,474 ",45499,Used
2021 Tesla Model Y Standard Range,EchoPark Automotive Greensboro Delivery Center,9334 ,1.0,2 ,58799,Used
2012 Toyota 4Runner SR5,AutoNation Honda Costa Mesa,84286 ,4.8,978 ,27295,Used
2019 Honda Civic LX,Braman Honda of Palm Beach,23982 ,4.9,"4,202 ",22140,Honda Certified
2013 Acura RDX Technology,East Coast Auto Group of Linden,85363 ,3.8,44 ,19833,Used
2020 Toyota Camry LE,Toyota Universe,12346 ,4.6,"2,377 ",26759,Toyota Certified
2019 Mercedes-Benz AMG C 43 Base 4MATIC,AutoNation Ford Tustin,34593 ,4.5,769 ,49980,Used
2021 Toyota RAV4 LE,Toyota of Cedar Park,20568 ,4.8,"1,699 ",33990,Toyota Certified
2017 Honda Accord EX-L,Autos Direct of Fredericksburg - Lafayette,55179 ,4.0,191 ,24995,Used
2019 Chevrolet Silverado 2500 LTZ,Young Chevrolet,58234 ,4.2,80 ,63392,Used
2019 Subaru Ascent Touring 7-Passenger,St. Cloud Subaru,41097 ,5.0,1 ,39999,Used
2013 Honda Civic EX,AutoNation Subaru Scottsdale,98204 ,4.7,618 ,13995,Used
2004 Porsche 911 Turbo,Certified Benz & Beemer,39325 ,4.9,"10,898 ",58000,Used
2013 BMW M5 Base,Merlex Auto Group,77700 ,3.8,539 ,37500,Used
2012 Lexus RX 350 Base,Stevinson Lexus of Lakewood,39838 ,4.9,"1,434 ",26588,Used
2012 Acura TL Technology,Jaguar Land Rover Bethesda,79157 ,4.6,630 ,15991,Used
2017 Ford Mustang V6,Synergy Auto Deals,81613 ,2.4,18 ,20497,Used
2017 Ford F-150 XL,Driveway - Auto Done Easy. Delivery for Tampa,85110 ,2.4,3 ,30522,Used
2019 GMC Yukon SLT,AutoNation Honda Valencia,37894 ,4.7,"1,034 ",59598,Used
2018 BMW 330 i,Stevens Creek BMW,22935 ,4.4,"1,529 ",30998,BMW Certified
2014 Chevrolet Corvette Stingray Base,Van Chevrolet,15311 ,4.5,"1,388 ",57277,Used
2014 Honda Odyssey Touring Elite,DFW Auto and Services LLC,128129 ,3.8,3 ,17995,Used
2014 Toyota Land Cruiser V8,231 Car Sales,112852 ,4.3,2 ,41300,Used
2021 RAM 1500 Big Horn,John Hinderer Chrysler Dodge Jeep Ram,22050 ,4.6,730 ,48757,Used
2019 BMW X5 xDrive40i,Helfman Dodge Chrysler Jeep Ram FIAT Alfa Romeo Maserati,12712 ,4.6,332 ,58945,Used
2019 Lexus GX 460 ,Kuni Lexus of Greenwood Village,24278 ,4.7,623 ,55395,Used
2013 Jeep Grand Cherokee SRT8,Toyota of Fox Lake,50027 ,4.3,173 ,40490,Used
2012 Chevrolet Camaro 1LT,AutoNation Chevrolet North Corpus Christi,49708 ,4.7,323 ,16897,Used
2018 BMW 330 i,Off Lease Only Broward,56429 ,4.9,"8,474 ",28749,Used
2019 BMW X3 xDrive30i,EchoPark Automotive Charlotte,40903 ,4.5,435 ,36859,Used
2020 Chevrolet Tahoe LT,Conyers Nissan,65224 ,4.6,942 ,52491,Used
2018 Mercedes-Benz SL 550 Base,Mercedes-Benz Porsche of Melbourne,20494 ,4.7,175 ,90991,Used
2018 BMW 328d xDrive,BMW of Salem,42091 ,4.9,444 ,33990,BMW Certified
2018 BMW M550 i xDrive,Autobahn USA,21590 ,4.8,"1,770 ",61990,Used
2019 BMW i8 Base,Passport BMW,18781 ,4.7,"1,103 ",117995,BMW Certified
2015 Toyota Highlander Limited,Scott Clark Toyota,133182 ,4.7,"4,472 ",24950,Used
2020 Ford Explorer XLT,Honda World,12326 ,4.9,"5,112 ",37627,Used
2018 Ford Explorer sport,Koons of Falls Church Ford,45006 ,4.3,869 ,37000,Used
2021 RAM 3500 Laramie,Tracy Chrysler Jeep Dodge Ram,13870 ,2.9,8 ,77898,Used
2014 Honda Accord EX-L,Union Park Honda BMW Buick GMC Volvo Cars Jaguar,74007 ,4.5,536 ,19588,Used
2019 Kia Stinger Premium Collection,EchoPark Automotive Greenville Delivery Center,45370 ,4.4,19 ,31999,Used
2020 Chevrolet Silverado 1500 Custom Trail Boss,Hare Chevrolet,16329 ,4.8,"3,802 ",45971,Chevrolet Certified
2002 Lexus LX 470 ,Champion Chevrolet Buick GMC,207761 ,4.8,229 ,11100,Used
2016 BMW X1 xDrive 28i,BMW of Fairfax,31204 ,4.5,"1,693 ",28998,Used
2018 BMW 530e iPerformance,BMW of Houston North,29718 ,4.6,942 ,36991,Used
2020 Kia Telluride S,AutoSavvy Windsor,25611 ,4.2,171 ,38800,Used
2018 Lexus RX 350 350,Toyota of Cedar Park,41702 ,4.8,"1,699 ",41833,Used
2016 Porsche Cayman GT4,Checkered Flag Audi - Porsche,11067 ,4.9,420 ,102999,Used
2017 BMW 320 i xDrive,McGrath Acura of Libertyville,14261 ,4.8,"1,032 ",27775,Used
2021 Mercedes-Benz GLE 350 Base 4MATIC,Bravo Chevrolet Cadillac,13901 ,4.6,170 ,69995,Used
2018 Lexus ES 350 Base,European Motors,42782 ,4.4,199 ,32950,Used
2018 Toyota Highlander XLE,Al Hendrickson Toyota,38919 ,4.3,"5,268 ",35821,Toyota Certified
2019 Cadillac CTS 2.0L Turbo Luxury,Lester Glenn Hyundai,34655 ,4.9,"4,081 ",37999,Used
2021 BMW X3 xDrive30i,Patrick Mini,1785 ,4.2,13 ,48475,Used
2015 Chevrolet Suburban 1500 LTZ,Wells Auto Group,87642 ,3.9,43 ,39888,Used
2014 Honda CR-V EX-L,Fisher Honda,48385 ,4.9,279 ,20988,Used
2019 GMC Terrain SLT,AutoNation Buick GMC Henderson,30149 ,4.5,208 ,30952,GMC Certified
2020 Tesla Model Y Long Range,Boardwalk Honda,11965 ,4.7,195 ,62355,Used
2019 Chevrolet Silverado 2500 LTZ,Reliable Chevrolet,29350 ,4.8,"1,263 ",63992,Used
2017 Ford Expedition Limited,S & S Motors,40101 ,4.6,17 ,43995,Used
2018 Jeep Wrangler Unlimited Sahara,Toyota of Gastonia,80422 ,4.6,594 ,39998,Used
2019 Mercedes-Benz GLC 300 Base,Freeman Mazda,15693 ,4.8,790 ,42400,Used
2017 Ford F-150 Limited,Goldies Motors,53272 ,4.9,198 ,48450,Used
2018 Mercedes-Benz AMG G 63 Base,Fletcher Jones Motorcars,22401 ,4.8,"5,049 ",169893,Mercedes-Benz Certified
2018 Lexus GX 460 Base,Auto Holding 46,19820 ,4.2,220 ,38990,Used
2017 Hyundai Sonata Base,AE of Miami,81937 ,2.4,31 ,4450,Used
2014 Honda Accord EX-L,PAAUTOSALES.COM,102597 ,4.6,254 ,15995,Used
2018 Subaru WRX STI Base,AutoSavvy Colorado Springs,37851 ,4.6,107 ,31200,Used
2021 Mercedes-Benz GLC 300 Base,Mercedes-Benz of South Orlando,5510 ,4.7,"1,095 ",55170,Mercedes-Benz Certified
2012 Cadillac Escalade Luxury,Motorcars Kalamazoo,122170 ,3.8,47 ,20900,Used
2019 Toyota Corolla LE,EchoPark Automotive Baltimore,44753 ,4.8,"2,821 ",18999,Used
2019 BMW X1 xDrive28i,BMW of Alexandria,12424 ,4.4,726 ,34489,BMW Certified
2019 Chevrolet Suburban LT,McKinney Buick GMC,55059 ,4.6,"1,001 ",49477,Chevrolet Certified
2016 Dodge Charger R/T Scat Pack,BMW of Delray Beach,9535 ,4.8,492 ,43307,Used
2019 Volvo XC60 T5 Momentum,European Motors,27975 ,4.4,199 ,38950,Used
2019 Hyundai Santa Fe SEL 2.4,Fox Ann Arbor,12737 ,4.7,214 ,29493,Used
2019 Ford F-150 XLT,Apple Ford Lincoln,20765 ,4.5,903 ,45000,Ford Certified
2018 Ford Explorer XLT,Off Lease Only Miami,54560 ,4.9,"20,710 ",29999,Used
2021 BMW X3 M AWD,Bill Jacobs BMW,9407 ,4.9,"2,732 ",74977,BMW Certified
2021 Ford F-150 XLT,Peterson Chrysler Dodge Jeep Ram,18321 ,4.7,"1,645 ",52674,Used
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,Mercedes-Benz of Asheville,13472 ,4.1,76 ,70162,Mercedes-Benz Certified
2020 Lincoln Aviator Black Label AWD,Wilkins Buick GMC,27661 ,4.6,643 ,69942,Used
2015 Chevrolet Corvette Stingray Z51,Furrst Class Cars,34525 ,4.1,38 ,55999,Used
2019 MINI Countryman Cooper S,South Bay MINI,23270 ,4.9,344 ,28799,Used
2018 Audi A3 2.0T Premium,Audi North Miami,20295 ,4.7,136 ,28200,Used
2018 Mazda CX-5 Touring,EchoPark Automotive Plano,41327 ,4.9,256 ,24999,Used
2015 BMW 428 i xDrive,South Shore BMW,80098 ,4.8,830 ,19958,Used
2018 Land Rover Range Rover Velar P380 S,21 Century Auto Group,30983 ,4.4,"2,737 ",46821,Used
2018 Audi A4 2.0T Premium Plus,EchoPark Automotive Houston Southwest Freeway,38141 ,4.9,84 ,29929,Used
2020 Lexus GX 460 Base,Brown's Arlington Honda,14979 ,4.7,874 ,58577,Used
2016 Audi A7 3.0T Premium Plus,Napleton's Schaumburg Mazda,68336 ,3.6,186 ,38514,Used
2019 Dodge Charger SRT Hellcat,26 Motors Elite,28867 ,3.6,218 ,52450,Used
2020 Tesla Model Y Performance,Autos of Dallas,23093 ,4.3,"1,294 ",65480,Used
2018 BMW X5 sDrive35i,Global Imports BMW,23139 ,4.6,768 ,43999,BMW Certified
2020 Mercedes-Benz Sprinter 2500 ,Merchants Automotive Group,13480 ,4.8,"2,419 ",52830,Used
2018 Volkswagen Tiguan 2.0T SE,AutoNation Volkswagen Las Vegas,27169 ,4.7,548 ,27591,Volkswagen Certified
2019 BMW M550 i xDrive,Country Buick GMC of Leesburg,7420 ,4.0,26 ,72500,Used
2017 Chevrolet Silverado 1500 LTZ,Vandergriff Chevrolet,82904 ,4.8,824 ,36900,Used
2017 Mercedes-Benz C-Class C 300 4MATIC,Auto Buying Service,14572 ,4.8,135 ,25444,Used
2018 Lexus GX 460 Base,Stream Auto Outlet,35154 ,4.7,76 ,39990,Used
2016 Subaru Forester 2.5i Premium,Import Auto Sales,23772 ,4.2,97 ,16797,Used
2019 Lexus GX 460 Base,Freeman Buick GMC,14998 ,4.7,142 ,52576,Used
2017 Hyundai Santa Fe SE,Hampstead Pre-Owned,82832 ,4.8,430 ,18999,Used
2018 Volkswagen Tiguan 2.0T S,Driver's Auto Mart,63815 ,3.5,164 ,20488,Used
2019 Honda Civic Type R Touring,City Toyota,12106 ,2.7,29 ,45988,Used
2015 Porsche Macan S,Porsche Rocklin,37683 ,4.0,19 ,44899,Porsche Certified
2004 Porsche 911 Turbo,Choice Motor Group,49138 ,5.0,1 ,59500,Used
2021 Tesla Model 3 Long Range,Don Mealey Chevrolet,3829 ,4.7,945 ,65998,Used
2018 Volvo S90 T5 Momentum,Volvo Cars Lisle,36088 ,4.8,819 ,36207,Used
2019 Ford Escape SE,Towne Auto Group Southwestern Blvd,27311 ,5.0,1 ,22927,Used
2011 Jeep Grand Cherokee Limited,Auto Boutique,80809 ,4.5,373 ,13500,Used
2015 BMW X5 M Base,Auto Buying Service,69775 ,4.8,135 ,51995,Used
2016 Acura TLX V6 Tech,DCH Montclair Acura,40922 ,4.9,"2,376 ",25111,Acura Certified
2020 Jeep Grand Cherokee Summit,Max Madsen's Aurora Mitsubishi,17431 ,3.8,52 ,53999,Used
2016 Land Rover Range Rover 3.0L Supercharged HSE,Imperial Highline,50567 ,4.1,9 ,53995,Used
2018 GMC Terrain Denali,Lake Chevrolet,37357 ,4.7,"3,744 ",35697,Used
2020 Toyota Camry SE,Koons Annapolis Toyota,24773 ,4.6,904 ,28395,Used
2015 Mazda Mazda3 i Sport,Shift Sacramento,100749 ,2.7,7 ,12500,Used
2018 INFINITI QX80 Base,HGreg.com Doral,44555 ,4.4,"2,197 ",48998,Used
2018 BMW 530e iPerformance,Land Rover Jaguar Houston Central,50018 ,4.4,466 ,32998,Used
2019 BMW 430 i xDrive,Paul Miller BMW,21585 ,4.9,680 ,40500,Used
2015 GMC Sierra 1500 SLT,WHITEWATER CDJR,44366 ,n/a,0 ,36250,Used
2014 Chevrolet Silverado 1500 LTZ,Classic Chevrolet,47742 ,3.9,188 ,32000,Used
2018 Ford EcoSport S,AutoSavvy Fort Worth,21390 ,2.6,5 ,15800,Used
2018 Lexus GX 460 Base,Louisville INFINITI,15739 ,4.7,427 ,47998,Used
2014 Honda Accord EX-L,CarShop Glen Mills,37264 ,5.0,61 ,22549,Used
2019 Lexus RX 450h 450H,Stevinson Lexus of Lakewood,26232 ,4.9,"1,434 ",53386,Used
2015 Honda Pilot Touring,AutoNation USA Denver Broadway,79734 ,5.0,1 ,18594,Used
2019 Mercedes-Benz S-Class S 560 4MATIC,Mercedes-Benz of Nanuet,16561 ,4.9,235 ,85672,Mercedes-Benz Certified
2018 INFINITI QX60 Base,EchoPark Automotive Salt Lake City Delivery Center,38451 ,4.5,17 ,33779,Used
2018 BMW 530 i,BMW of Henderson,29602 ,4.4,685 ,42398,BMW Certified
2015 Lexus GS 350 Base,Stark on the Beltline,87335 ,4.8,88 ,26988,Used
2015 Lexus IS 250 250,Shift Seattle,47520 ,3.7,5 ,28450,Used
2018 Mazda CX-5 Grand Touring,AutoNation Honda Fremont,30808 ,4.7,"1,509 ",28992,Used
2021 Tesla Model Y Long Range,Tim Dahle Nissan Southtowne,695 ,3.9,621 ,72495,Used
2019 Jeep Cherokee Limited,Cornhusker Auto Center Inc,10887 ,3.9,6 ,34235,Used
2019 Chevrolet Traverse LT Cloth,Bob Hook Chevrolet,41042 ,4.9,"1,293 ",39024,Used
2018 BMW X1 xDrive28i,Automotive Imports,22513 ,4.8,143 ,30990,Used
2018 Chevrolet Suburban LT,Chevrolet/Cadillac of Turnersville,48050 ,4.7,625 ,49998,Chevrolet Certified
2019 Acura MDX 3.5L w/Technology Package,Paragon Acura,17231 ,4.6,"2,699 ",37700,Acura Certified
2021 Audi Q7 45 Premium,Koons of Falls Church Ford,22756 ,4.3,869 ,59000,Used
2016 Honda CR-V Touring,Pinehurst Toyota/Hyundai,18784 ,4.5,95 ,28985,Used
2019 BMW 740 i,United BMW,26535 ,4.5,636 ,56995,Used
2021 Honda Accord Touring 2.0T,Coconut Point Honda,11085 ,3.3,20 ,37917,Used
2019 Chevrolet Traverse LT Cloth,AutoSavvy Fort Worth,12408 ,2.6,5 ,30000,Used
2020 GMC Acadia Denali,EchoPark Automotive Greensboro Delivery Center,26911 ,1.0,2 ,42889,Used
2018 Honda Pilot EX,Antwerpen Chrysler Jeep Dodge Ram,28258 ,4.5,"1,528 ",32000,Used
2018 Chevrolet Malibu LT,Bergstrom Chevrolet of Madison,21452 ,4.4,39 ,24171,Used
2018 Audi RS 5 2.9T,Glenview Luxury Imports,24975 ,4.8,191 ,73488,Used
